,word,total_count,СМГ Зима,СМГ Мессояха,СМГ Н.Порт,Томский интегрированный проект
234474,58.3,78,0,2,76,0
300544,План за день,76,0,0,76,0
2204,Июль,1304,23,88,76,1117
292644,50.6,76,0,0,76,0
71469,67.1,81,0,5,76,0
6558,71,151,0,75,76,0
5013,Устройство свайных оснований,142,0,66,76,0
292607,50.7,76,0,0,76,0
292616,52.6,76,0,0,76,0
300511,Факт за день,76,0,0,76,0
292241,Сентябрь 2014,76,0,0,76,0
300477,"план/
факт",76,0,0,76,0
6212,56,176,0,100,76,0
1208,3.2.3,1996,21,21,76,1878
912,21.7,205,25,2,76,102
69747,0%,110,0,34,76,0
290551,Июль с накоплением,76,0,0,76,0
2471,24.4,416,9,10,76,321
3751,45.4,76,1,0,75,0
4344,90,125,0,50,75,0
301461,"Автокран Урал МКТ-25,5",75,0,0,75,0
6576,74,144,0,69,75,0
69968,61.1,81,0,6,75,0
3334,44.3,77,1,1,75,0
290582,Срок завершения  строительства,75,0,0,75,0
113777,91,117,0,42,75,0
233046,58.4,77,0,2,75,0
167242,Монтаж колодцев,1243,0,11,75,1157
3870,44.2,80,1,4,75,0
301517,Автоцистерна УРАЛ-567501-11,75,0,0,75,0
1232,3.2.2,2280,20,27,75,2158
4492,1.2.1,3349,0,253,75,3021
64657,4.19,80,0,5,75,0
149496,52.3,78,0,3,75,0
149490,52.2,79,0,4,75,0
64674,4.20,80,0,5,75,0
242131,6.15,78,0,3,75,0
291221,Февраль 2014,75,0,0,75,0
4432,1.3.1,2391,0,224,75,2092
301496,Седельный тягач УРАЛ-44202-0311-41,75,0,0,75,0
5821,4.4.1,1799,0,21,75,1703
6540,77,354,0,65,74,215
3052,август,625,1,25,74,525
301225,Главный инженер - первый заместитель,74,0,0,74,0
156574,66.2,76,0,2,74,0
301242,генерального директора,74,0,0,74,0
3399,40.4,76,1,1,74,0
235087,58.5,75,0,1,74,0
6541,79,136,0,62,74,0
4822,Монтаж мачты,723,0,649,74,0
3309,38.4,94,1,0,74,19
294990,КМС,74,0,0,74,0
301215,____________________С.С. Девятьяров ,74,0,0,74,0
2974,24.6,235,8,2,74,151
5503,Земляные работы,1045,0,297,74,674
686,37.3,84,5,3,74,2
3184,32.4,361,1,1,74,285
3550,44.4,78,1,4,73,0
70790,51.2,75,0,2,73,0
71580,62.1,77,0,4,73,0
3073,44.1,84,1,10,73,0
71127,63.1,77,0,4,73,0
292416,51.5,73,0,0,73,0
3490,40.5,74,1,0,73,0
6549,95,118,0,45,73,0
43273,2.4.1,1459,0,22,73,1364
3848,48.3,74,1,0,73,0
2151,Монтаж стоек,1888,1,809,73,1005
1803,июнь,657,2,21,73,561
178592,ПНР ,159,0,11,73,75
301497,"Бурильная установка 
УРАЛ-48104F БМ-811М  
",73,0,0,73,0
233519,63.2,75,0,2,73,0
71747,52.1,79,0,6,73,0
3397,20.8,88,1,1,73,13
292562,51.3,73,0,0,73,0
940,35.3,144,5,3,73,63
64614,4.21,75,0,2,73,0
1233,20.7,130,21,3,73,33
915,34.3,96,5,3,73,15
3739,48.2,77,1,3,73,0
232645,63.3,74,0,1,73,0
3241,44.6,73,1,0,72,0
292624,53.5,72,0,0,72,0
180851,Бурение и погружение свай,73,0,1,72,0
3834,40.6,73,1,0,72,0
308026,Турнов А.А. ___________________,72,0,0,72,0
694,16.8,87,5,10,72,0
292640,51.4,72,0,0,72,0
3577,45.1,79,1,6,72,0
297665,Бульдозер типа D-275,72,0,0,72,0
292530,53.4,72,0,0,72,0
242196,6.14,75,0,3,72,0
128,2.1.,121,27,12,72,10
2589,комп.,210,8,26,72,104
3169,43.2,77,1,4,72,0
1, _____________________________________,87,15,0,72,0
292552,62.5,72,0,0,72,0
70836,53.2,76,0,4,72,0
70544,53.3,75,0,3,72,0
3792,43.1,83,1,10,72,0
292659,67.4,72,0,0,72,0
7030,Компрессор на шасси,98,0,26,72,0
3728,44.7,73,1,0,72,0
3589,44.5,73,1,0,72,0
150519,62.2,73,0,2,71,0
3746,41.7,72,1,0,71,0
252149,5.15,73,0,2,71,0
5602,4.4.2,1556,0,15,71,1470
3147,июль,271,5,30,71,165
1210,3.1.2,2268,20,62,71,2115
120266,Оставш. количество - раннее,78,0,7,71,0
1841,13.9,170,2,4,71,93
3802,41.6,72,1,0,71,0
71176,79.1,74,0,3,71,0
3652,43.3,75,1,3,71,0
232896,81.2,73,0,2,71,0
308180,февраль 2015 года - декабрь 2016 года,71,0,0,71,0
233739,62.3,72,0,1,71,0
291952,Август 2014,71,0,0,71,0
292685,50.8,71,0,0,71,0
70670,81.1,75,0,4,71,0
6431,4.4.3,871,0,14,71,786
5046,Прочие,259,0,188,71,0
4613,1.5.1,1769,0,207,71,1491
119,3.1.,113,32,10,71,0
64594,3.17,73,0,2,71,0
43125,сроки выполнения работ по контракту:,1283,0,1213,70,0
961,21.9,76,5,1,70,0
194254,ДА,71,0,1,70,0
43254,2.4.2,1142,0,20,70,1052
3015,18.9,73,1,2,70,0
3544,43.4,71,1,0,70,0
3504,24.8,73,1,2,70,0
3208,44.9,71,1,0,70,0
2972,24.7,80,8,2,70,0
3634,14.9,101,1,2,70,28
1018,21.8,76,5,1,70,0
6543,93,112,0,42,70,0
63997,Помошник бурильщика,77,0,7,70,0
56926,"ДОАО ""Спецгазавтотранс""",79,0,9,70,0
292626,51.6,70,0,0,70,0
70141,54.1,78,0,8,70,0
299125,от,70,0,0,70,0
633,22.7,128,2,3,70,53
821,34.4,92,5,2,70,15
2952,компл,1048,5,46,70,927
292563,53.6,69,0,0,69,0
4642,1.6.1,1376,0,191,69,1116
299102,t = ,69,0,0,69,0
5601,4.3.2,1694,0,22,69,1603
291684,Изготовление и погружение свай,69,0,0,69,0
41965,Монтаж технологического оборудования,777,0,708,69,0
33647,Устройство теплоизоляции,954,0,718,69,167
121758,ВСЕГО:,75,0,6,69,0
66115,Антикоррозионная защита металлоконструкций,72,0,3,69,0
301467,Шаланда УРАЛ,69,0,0,69,0
621,22.6,308,3,6,69,230
3284,24.9,72,1,2,69,0
300549,нет плана,69,0,0,69,0
308254,"Новое плановый процент, накоплен.",69,0,0,69,0
8511,Монтаж блочного оборудования,151,0,82,69,0
1039,35.4,110,5,2,69,34
298739,к Договору №2014/329-ГПН-НП           ,68,0,0,68,0
64595,4.25,70,0,2,68,0
1244,Обратная засыпка,941,5,811,68,57
1800,1.20,1000,10,132,68,790
252115,5.16,70,0,2,68,0
56897,2.4.3,819,0,15,68,736
64622,4.22,70,0,2,68,0
291151,"Линейные сооружения и виды работ
",68,0,0,68,0
1589,май,586,3,25,68,490
69943,60.1,73,0,5,68,0
41103,Название работы,1181,0,267,68,846
7196,86,111,0,43,68,0
64534,4.23,70,0,2,68,0
6565,100,366,0,51,68,247
3003,44.8,69,1,0,68,0
233377,60.2,69,0,1,68,0
70241,56.1,71,0,3,68,0
613,22.8,125,2,2,68,53
9990,"ООО ""СНГ Альянс""",77,0,9,68,0
62710,Водитель водовозки,73,0,5,68,0
9601,"Монтаж площадок обслуживания, лестниц, ограждений",80,0,12,68,0
333350,<=42643,68,0,0,68,0
70026,68.2,71,0,3,68,0
5622,55,163,0,95,68,0
6747,Согласовано:,1265,0,1197,68,0
3481,48.4,69,1,0,68,0
3563,2.21,78,1,10,67,0
56175,2.2.3,1998,0,25,67,1906
70562,70.2,73,0,6,67,0
71562,54.3,73,0,6,67,0
2969,23.4,358,8,10,67,273
232234,60.3,68,0,1,67,0
71758,55.1,71,0,4,67,0
9205,Сварщик м/к,101,0,34,67,0
6291,Монтаж траверс,1665,0,728,67,870
56792,2.5.1,1101,0,12,67,1022
3383,48.6,68,1,0,67,0
3205,7.14,69,1,1,67,0
291660,Апрель 2014,67,0,0,67,0
71577,54.2,75,0,8,67,0
122201,Мастер СМР,1856,0,15,67,1774
232468,56.3,68,0,1,67,0
5545,Генеральный директор,81,0,13,67,1
56970,2.2.2,2356,0,29,67,2260
3462,48.5,68,1,0,67,0
3585,15.8,77,1,9,67,0
70874,56.2,70,0,3,67,0
3057,18.8,70,1,2,67,0
4443,1.3.2,2192,0,144,67,1981
5748,66,150,0,83,67,0
64651,3.18,69,0,2,67,0
8250,Монтаж настила,758,0,691,67,0
71717,70.3,70,0,3,67,0
3493,43.5,68,1,0,67,0
292204,Июнь с накоплением,67,0,0,67,0
70932,70.1,72,0,5,67,0
6529,80,135,0,69,66,0
71592,64.1,73,0,7,66,0
41937,контракт №,1282,0,1216,66,0
4911,Изолировщик,2418,0,1136,66,1216
6974,Подсобные рабочие,78,0,12,66,0
473,январь,89,5,18,66,0
188281,64.2,69,0,3,66,0
968,36.4,124,6,2,66,50
56723,2.4.4,782,0,13,66,703
232259,57.4,67,0,1,66,0
315870,Сварщик-технолог,66,0,0,66,0
235165,57.3,67,0,1,66,0
6546,82,127,0,61,66,0
57959,Дефектоскопист,688,0,168,66,454
3403,2.19,77,1,10,66,0
233041,57.2,67,0,1,66,0
317980,Итого1,66,0,0,66,0
1236,3.2.4,1949,20,19,66,1844
56501,2.5.2,889,0,11,66,812
6557,98,110,0,44,66,0
2339,2.18,78,2,10,66,0
303521, ЗГД по капитальному строительству,65,0,0,65,0
292521,50.9,65,0,0,65,0
66392,План за неделю,67,0,2,65,0
234925,61.3,67,0,2,65,0
2976,23.5,205,8,9,65,123
292461,54.5,65,0,0,65,0
66404,Факт за неделю,67,0,2,65,0
2503,Тягач с полуприцепом,66,1,0,65,0
1159,компл.,1070,3,104,65,898
112830,87,108,0,43,65,0
1046,37.4,71,5,1,65,0
7188,75,133,0,68,65,0
113,Февраль,1415,39,42,65,1269
297719,Бульдозер типа Т-11,65,0,0,65,0
71586,69.1,69,0,4,65,0
292183,Август с накоплением,65,0,0,65,0
57535,Сети инженерные,100,0,35,65,0
6525,76,128,0,63,65,0
6564,92,109,0,44,65,0
292642,50.10,65,0,0,65,0
233042,61.2,67,0,2,65,0
308564,Инди-катор,65,0,0,65,0
167779,88,109,0,44,65,0
3398,11.11,140,1,1,64,74
293073,63.9,64,0,0,64,0
291738,Помощник бурильщика,64,0,0,64,0
56421,2.5.4,649,0,9,64,576
70340,74.1,72,0,8,64,0
203215,56.5,67,0,3,64,0
6544,96,111,0,47,64,0
148953,74.4,67,0,3,64,0
50688,Монтаж крана мостового,107,0,43,64,0
7073,"Тягач  ""Камаз""",90,0,26,64,0
6970,Фронтальный погрузчик,269,0,18,64,187
148958,74.3,68,0,4,64,0
233009,67.3,65,0,1,64,0
291989,81.4,64,0,0,64,0
292504,54.4,64,0,0,64,0
3110,38.5,84,1,0,64,19
6542,84,116,0,52,64,0
248830,61.5,65,0,1,64,0
302849,по состоянию на 1900,64,0,0,64,0
234770,61.4,66,0,2,64,0
577,37.5,73,5,4,64,0
136229,"ООО ""Талспецстрой""",1071,0,1007,64,0
6555,97,106,0,42,64,0
