object,group
"['Автоматизация технологических процессов (АТХ)', 'Автоматизация комплексная (АТХ)', 'Монтаж кабельной продукции']",5
"['Строительство ВЛ 10 кВ (Куст 67)', 'Электрические воздушные линии 10кВ (Куст 109)', 'Строительные работы. Электрические воздушные линии 10кВ (Куст 109)']",5
"['С037/Сети инженерные (1 этап)', 'Сети водяного пожаротушения', 'Лист 15']",5
"['Воздушная линия ВЛ-35 кВ на КУ №7', 'Подстанция ПС35/10  кВ № 10', 'WBS: ОКС 11-1602.2 - ПС №10 + ВЛ35кВ.2.9.8 Трансформатор собственных нужд (ТСН) (АС)']",5
"['Строительно-монтажные и пуско-наладочные работы', 'Сети дренажа', 'ТК/Монтаж трубопроводов, ЗРА, оцинковка (Сети дренажа)']",5
"['Ремонтный блок с МТС (поз.60)', 'Прожекторная мачта H=28 м (поз.65.17)', 'Термостабилизация грунтов (поз.65.17)']",5
"['Стояк налива (поз.58.6)', 'Архитектурно-строительные решения (поз.58.6)', 'Монтаж Ростверка РМ1 (поз.58.6)']",5
"['Стояк налива (поз.58.6)', 'Архитектурно-строительные решения (поз.58.6)', 'Монтаж Ростверка РМ2 (поз.58.6)']",5
"['ВЛ-10 кВ от ПС-35/10 кВ №1 до т.вр.ВЛ-35 кВ на ПС-35/10 кВ № 11', 'WBS: ОКС 8833 - Куст 152 Строительно-монтажные работы', 'WBS: ОКС 8833 - Куст 152 Линия электропередач воздушная 10 кВ (АС)']",5
"['Строительство ВЛ 10 кВ (Куст 45)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 45)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 45)']",5
"['Ремонтный блок с МТС (поз.60)', 'Прожекторная мачта H=28 м (поз.65.6)', 'Термостабилизация грунтов (поз.65.6)']",5
"['ВЛ-10 кВ №1,2 от ПС-35/10 кВ №11 до Куста №201 (одноцепная)', 'WBS: ОКС 8833 - Куст 201 Строительно-монтажные работы', 'WBS: ОКС 8833 - Куст 201 Линия электропередач воздушная 10 кВ (АС)']",5
"['Строительство ВЛ 10 кВ (Куст 5)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 5)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 5)']",5
"['Ремонтный блок с МТС (поз.60)', 'Прожекторная мачта H=28 м (поз.65.7)', 'Термостабилизация грунтов (поз.65.7)']",5
"['Ремонтный блок с МТС (поз.60)', 'Прожекторная мачта H=28 м (поз.65.13)', 'Термостабилизация грунтов (поз.65.13)']",5
"['Ремонтный блок с МТС (поз.60)', 'Проходная (поз.101)', 'Устройство свайного основания (поз.101)']",5
"['Строительство ВЛ 10 кВ (Куст 5)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 5) (Узел№48 - т.вр.К-138, т.вр К-138 - К-138)', 'Строительные работы электрической воздушной линии 10 кВ (Куст 5) (Узел№48 - т.вр.К-138, т.вр К-138 - К-138)']",5
"['Строительно-монтажные и пуско-наладочные работы', 'Сети технологические', 'ТК/Монтаж трубопроводов, ЗРА, оцинковка (Сети технологические)']",5
"['ВЛ-10 кВ №1,2 от т.вр. ВЛ-10 кВ Куста №202 до Куста №141 (Проект 8833) (одноцепная)', 'WBS: ОКС 8833 - Куст 141 Строительно-монтажные работы', 'WBS: ОКС 8833 - Куст 141 Линия электропередач воздушная 10 кВ (АС)']",5
"['Проект: ОКС 8833', 'ВЛ-10 кВ на куст №141 (Проект 8833)', 'WBS: ОКС 8833 - ВЛ-10 кВ на куст №141 Строительно-монтажные работы']",5
"['ВЛ-35кВ и ВЛ-10кВ', 'Строительство электрической воздушной линии 35кВ от ПС 35/10кВ №5 до ПС 35/10кВ №6', ' ВЛ35 от ПС 35/10кВ №5 до ПС 35/10кВ №6']",5
"['С037/Опоры под сети инженерные (1 этап)', 'АС/С037/Архитектурно строительные-решения (1-2 этапы)', 'Лист 22']",5
"['Строительно-монтажные работы', 'Т.22.1 Площадка резервуаров хранения метанола', 'Т.22.1.1-ТХ Площадка резервуаров хранения метанола (ТХ)']",5
"['Емкость для сбора утечек нефти и дренажа V=25 м3 (поз.5.5)', 'Технология производства (поз.5.5)', 'Монтаж оборудования и трубопроводов (поз.5.5)']",5
"['Ремонтный блок с МТС (поз.60)', 'Прожекторная мачта H=28 м (поз.65.12)', 'Термостабилизация грунтов (поз.65.12)']",5
"['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.28.2)', 'Пожаротушение (поз.28.2)', 'Устройство противопожарной защиты (поз.28.2)']",5
"['Внеплощадочные сети (Внеплощ.сети С127)', 'Электроснабжение узла задвижек (поз.201) (С127)', 'Наружное освещение (ЭС С127)']",5
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.9.22 Сети дренажа']",5
"['Воздушная линия ВЛ-35 кВ на КУ №7', 'Подстанция ПС35/10  кВ № 10', 'WBS: ОКС 11-1602.2 - ПС №10 + ВЛ35кВ.2.9.10 Подстанция трансформаторная комплектная (ЭП)']",5
"['WBS: ОКС 866 - Куст-26.9.2 Обустройство', 'WBS: ОКС 866 - Куст-26.9.2.9 1 подэтап', 'WBS: ОКС 866 - Куст-26.9.2.9.24 Монтаж электрооборудования, молниезащиты и заземления']",5
"['КПП (поз.46)', 'Архитектурно-строительные решения (поз.46)', 'Устройство свайного основания (поз.46)']",5
"['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.32.2)', 'Сети канализации (поз.32.2)', 'Наружные сети. Обвязка (НК) (поз.32.2)']",5
"['Строительство ВЛ 10 кВ (Куст 15)', 'Электрические воздушные линии 10кВ (Куст 32)', 'Строительные работы. Электрические воздушные линии 10кВ (Куст 32)']",5
"['Строительно-монтажные работы', 'Т.27 Станция азотно-воздушная', 'Т.27 Станция азотно-воздушная (АС)']",5
"['Прожекторная мачта H=28 м (поз.65.12)', 'Температурная стабилизация грунтов (поз.65.12)', 'Термостабилизация грунтов (поз.65.12)']",5
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.9.25 Монтаж приборов и средств автоматизации']",5
"['Проект: ОКС 866 - Куст-36 ОКС 866 - Куст №36. Уровень 4', 'WBS: ОКС 866 - Куст-36.9.2 Обустройство', 'WBS: ОКС 866 - Куст-36.9.2.9.9 Монтаж электрооборудования КТП и ЭЦН']",5
"['Строительство ВЛ 10 кВ (Куст 28)', 'Электрические воздушные линии 10кВ (Куст 34)', 'Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 34)']",5
"['Спорткомплекс со столовой и медпунктом (поз.1.2)', 'Архитектурно-строительные решения (АС)', 'Монтаж КМ']",5
"['Емкость уловленной нефти, V=12,5 м3 (поз.27)', 'Сети канализации (поз.27)', 'Монтаж оборудования и трубопроводов (поз.27)']",5
"['WBS: ОКС 1376П - Куст-81.2 Строительно-монтажные работы', 'WBS: ОКС 1376П - Куст-55.2 Строительно-мотажные работы', 'WBS: ОКС 1376П - Куст-55.2.4.1.2 Линии электропередач воздушные 10 кВ (АС)']",5
"['Спорткомплекс со столовой и медпунктом (поз.1.2)', 'Инженерный блок']",5
"['Строительство ВЛ 10 кВ (Куст 35)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 35)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 35)']",5
"['Ремонтный блок с МТС (поз.60)', 'Напорный нефтепровод ПСП-ГНПС №1 трубопроводной системы ""Заполярье-НПС ""Пур-Пе"" (поз.201)', 'Термостабилизация грунтов (поз.201)']",5
"['Вертикальная планировка (0-ГП-Верт)', 'Генеральный план (0-ГП-Верт)', '0-ГП. Вертикальная планировка (0-ГП-Верт)']",5
"['Сети топливопровода (С039-ТХ)', 'Технологические трубопроводы (C039-ТХ)', 'Трубопровод дизельного топлива из резервуаров (поз.С039) (ТХТ-2)']",5
"['Склад кислородных балонов (поз.42)', 'Архитектурно-строительные решения (поз.42)', 'Монтаж металлоконструкций (поз.42)']",5
"['Строительно-монтажные работы', 'Т.22.1 Площадка резервуаров хранения метанола V=500м3', 'Т.22.1 Площадка резервуаров хранения метанола (АС)']",5
"['Сети инженерные ', 'ТК/С037/Сети водяного пожаротушения', 'АКЗ попозиционно (1 этап)']",5
"['Емкость для сбора утечек нефти и дренажа V=25 м3 (поз.5.1)', 'Технология производства (поз.5.1)', 'Монтаж оборудования и трубопроводов (поз.5.1)']",5
"['Сети технологические (С037-ТК)', 'Сети технологические (ТК-3)', 'Нефть Нк, Нз, Нц (ТК3)']",5
"['Емкость для сбора утечек нефти и дренажа V=63 м3 (поз.5.6)', 'Архитектурно-строительные решения (поз.5.6)', 'Бетонная отмостка (поз.5.6)']",5
"['Резервуар вертикальный стальной, V=400 м3 (поз.58.3)', 'Генеральный план (поз.58.3)', 'Устройство склада ГСМ (поз.58.3)']",5
"['Емкость для сбора утечек нефти и дренажа V=16 м3 (поз.5.4)', 'Технология производства (поз.5.4)', 'Монтаж оборудования и трубопроводов (поз.5.4)']",5
"['Куст-35.9 Строительно-монтажные работы', 'Куст-35.9.2 Обустройство', 'Куст-35.9.2.9.24 Монтаж электрооборудования, молниезащиты и заземления']",5
"['Проект: ОКС 853 - Куст-25 ОКС 853 - Куст №25. Уровень 3+4', 'WBS: ОКС 853 - Куст-25.9.2 Обустройство', 'WBS: ОКС 853 - Куст-25.9.2.9.8 Монтаж электрооборудования КТП и ЭЦН']",5
"['5.8 Площадка складирования трубной продукции НТК с козловым краном', '5.14.1 Блок пожарных гидрантов', 'АС.ТТ/поз.4.1.1/Монтаж операторной']",5
"['Сети маслопровода (C040-ТХТ)', 'Сети тепловые (ТК2)', 'Тепловые сети Т1, Т2 (ТК2)']",5
"['Строительство ВЛ 10 кВ (Куст 8)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 8)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 8)']",5
"['Емкость для сбора теплоносителя, V=40м3 (поз.19.1-19.2)', 'Архитектурно-строительные решения (поз.19.1-19.2)', 'Устройство свайного основания (поз.19.1-19.2)']",5
"['Прожекторная мачта H=28 м (поз.65.8)', 'Температурная стабилизация грунтов (поз.65.8)', 'Термостабилизация грунтов (поз.65.8)']",5
"['WBS: Фаза 2.2 Юг 4 ур.4 Строительно-монтажные работы', 'WBS: Фаза 2.2 Юг 4 ур.4.1.3 Нефтегазопровод', 'WBS: Фаза 2.2 Юг 4 ур.4.1.3.4 Монтаж олений переход ПК15+6,5 - ПК 16+20,5']",5
"['WBS: Фаза 2.2 Юг 4 ур.4 Строительно-монтажные работы', 'WBS: Фаза 2.2 Юг 4 ур.4.1.1 Обустройство куста скважин №301', 'WBS: Фаза 2.2 Юг 4 ур.4.1.3.2 Монтаж. Линейный трубопровод К301-КУ7 (т.вр.К316)']",5
"['Проект: ОКС 853 - Куст-25 ОКС 853 - Куст №25. Уровень 3+4', 'WBS: ОКС 853 - Куст-25.9.2 Обустройство', 'WBS: ОКС 853 - Куст-25.9.2.9.11 Монтаж технологического оборудования емкости дренажной (V=8 м3)']",5
"['Строительство ВЛ 10 кВ (Куст 75)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 75)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ (Куст 75)']",5
"['Строительно-монтажные работы', 'Т.42.1 Закрытое распределительное устройство 35 кВ (ЗРУ 35 кВ)', 'Т.42.1 Закрытое распределительное устройство 35 кВ']",5
"['Емкость для сбора утечек нефти и дренажа (поз.5.4)', 'Архитектурно-строительные решения (поз.5.4)', 'Устройство свайного основания (поз.5.4)']",5
"['Резервуар аварийного пролива топлива, V=10м3 (поз.58.8)', 'Технология производственных предприятий (поз.58.8)', 'Монтаж оборудования и трубопроводов (поз.58.8)']",5
"['Емкость для сбора утечек нефти и дренажа V=63 м3 (поз.5.7)', 'Архитектурно-строительные решения (поз.5.7)', 'Бетонная отмостка (поз.5.7)']",5
"['Сети технологические (С037-ТК)', 'Сети технологические (ТК-4)', 'Подтоварная вода В4Н (ТК4)']",5
"['Строительно-монтажные работы', 'Т.42.6 Ограждение площадки подстанции', 'Т.42.6 Ограждение площадки подстанции (АС)']",5
"['Емкость для сбора утечек нефти и дренажа V=63 м3 (поз.5.7)', 'Технология производства (поз.5.7)', 'Монтаж оборудования и трубопроводов (поз.5.7)']",5
"['Проект: ОКС 853 - Куст-25 ОКС 853 - Куст №25. Уровень 3+4', 'WBS: ОКС 853 - Куст-25.9.2 Обустройство', 'WBS: ОКС 853 - Куст-25.9.2.9.23 Трубопровод сброса с предохранительного клапана']",5
"['Емкость для сбора утечек нефти и дренажа V=63 м3 (поз.5.7)', 'Архитектурно-строительные решения (поз.5.7)', 'Монтаж металлоконструкций фундамента (поз.5.7)']",5
"['Емкость для сбора утечек нефти и дренажа (поз.5.3)', 'Архитектурно-строительные решения (поз.5.3)', 'Устройство свайного основания (поз.5.3)']",5
"['Строительно-монтажные работы', 'Т.С037 Инженерные сети', 'Т.С037 Инженерные сети (АС1.4.1)']",5
"['Емкость для сбора утечек нефти и дренажа (поз.5.8)', 'Архитектурно-строительные решения (поз.5.8)', 'Устройство свайного основания (поз.5.8)']",5
"['Сети технологические (Водоснабжение С037)', 'Сети водоснабжения (ТК)', 'Сети противопожарного водопровода В2 (ТК)']",5
"['Куст-34.9 Строительно-монтажные работы', 'Куст-34.9.2 Обустройство', 'Куст-34.9.2.9.16 Строительные работы опор сетей инженерных']",5
"['5.2.1 Производственный корпус по ремонту УЭЦН и кабельной продукции', 'ТХ.ТТ/поз.5.2.1/ОВ', 'Узел ввода']",5
"['Прожекторная мачта Н=28 м (поз.65.6)', 'Архитектурно-строительные решения (поз.65.6)', 'Устройство свайного основания (поз.65.6)']",5
"['Строительно-монтажные работы', 'Т.С037 Инженерные сети', 'Т.С037 Инженерные сети (АС1.2)']",5
"['WBS: Фаза 2.2 Юг 4 ур.4 Строительно-монтажные работы', 'WBS: Фаза 2.2 Юг 4 ур.4.1.1 Обустройство куста скважин №301', 'WBS: Фаза 2.2 Юг 4 ур.4.1.3.13 Монтаж. Линейный трубопровод КУ7 (т.вр.К316)- т.вр.К-7-ЦПС']",5
"['Сети водоснабжения ( Инженерные С037-ТК)', 'Участок ТК-5', 'Сети противопожарного водопровода В2, В2С (ТК5)']",5
"['5.2.1 Производственный корпус по ремонту УЭЦН и кабельной продукции', 'Монтаж корпуса здания', 'Монтаж КМ']",5
"['Проект: ОКС 853 - Куст-25 ОКС 853 - Куст №25. Уровень 3+4', 'WBS: ОКС 853 - Куст-25.9.2 Обустройство', 'WBS: ОКС 853 - Куст-25.9.2.2.4 Выкидные трубопроводы']",5
"['Проект: ОКС 853 - Куст-25 ОКС 853 - Куст №25. Уровень 3+4', 'WBS: ОКС 853 - Куст-25.9.2 Обустройство', 'WBS: ОКС 853 - Куст-25.9.2.9.22 Сети дренажа']",5
"['Емкость для сбора утечек нефти и дренажа V=40 м3 (поз.5.2)', 'Архитектурно-строительные решения (поз.5.2)', 'Бетонная отмостка (поз.5.2)']",5
"['4 ур Обустройство газовых кустов для закачки ПНГ в пласт ЗМЛУ c межпромысловым газопроводом', 'Строительно-монтажные работы', '75.17.2-ТГП(УГ5;КГС2)-Л Линейная часть  ']",5
"['Обустройство кустовой площадки (Куст 74)', '3 подэтап (Куст 74)', 'Строительные работы опор сетей инженерных (Куст 74)']",4
"['Обустройство кустовой площадки (Куст 7)', 'Электрообогрев (Куст 7)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 2 (Куст 7)']",4
"['Т.5 Насосная станция первого подъема', 'Т.6 Ограждение. Площадка водозаборных сооружений', 'Монтаж противоподкопной решетки (ВХ1.Огр)']",4
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Автоматизация комплексная (АК)']",4
"['ОБП ВЖК.ВЖК.1.2', 'ПС', 'СОУЭ']",4
"['2.19.1 Резервуар запаса питьевой воды V=400м3', 'АС/поз.2.19.1/Устройство свайного основания, монтаж металлоконструкций', 'Устройство покрытий']",4
"['Обустройство кустовой площадки (Куст 74)', '3 подэтап (Куст 74)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 74)']",4
"['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.32.1)', 'Архитектурно-строительные решения (поз.32.1)', 'Устройство отмостки, монтаж КМ (поз.32.1)']",4
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Мачта прожекторная (ЭМ)']",4
"['Обустройство кустовой площадки (Куст 7)', '8 подэтап (Куст 7)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 7)']",4
"['Обустройство кустовой площадки (Куст 7)', '8 подэтап (Куст 7)', 'Приобретение и монтаж охранно-пожарной сигнализации (Куст 7)']",4
"['ОКС 1376П - Куст №42. Уровень 4', 'Обустройство куста', 'Строительные работы опор сетей инженерных']",4
"['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.32.2)', 'Архитектурно-строительные решения (поз.32.2)', 'Устройство отмостки, монтаж КМ (поз.32.2)']",4
"['*Строительство.Эстакады инженерных сетей С027,С037', '*АС 2', '*Устройство свайного основания (поз.АС2)']",4
"['ОКС 108.17 - Куст №53. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод (ЛТ), 114х6, К53 - т.вр.К53, узел 23/1376']",4
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Строительные работы основания блока контроля и управления (Куст 69)']",4
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Строительные работы основания блока переключателя скважин многоходового (Куст 69)']",4
"['Т.8 Наружные сети канализации. Площадка водозаборных сооружений', 'Т.10 Емкость дренажная V=12.5 v3. Площадка предварительной очистки воды', 'Земляные работы (ВХ2.Поз.2)']",4
"['ОКС 108.17 - Куст №22. Уровень 4', 'Обустройство куста', 'Сети автоматизированной системы управления (АК)']",4
"['Т.5 Насосная станция первого подъема', '(АС) Архитектурно-строительные решения', 'Подготовка основания для монтажа колодцев (ВХ1.Поз.1)']",4
"['ОКС 108.17 - Куст №22. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод т.вр. куст №22 - куст №22 (ЛТ)']",4
"['Т.28 Площадка ресиверов', 'КС-28-АС (Архитектурно-строительные решения)']",4
"['ОБП ВЖК.ВЖК.1.2', 'ПС', 'ТХ']",4
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Строительные работы основания  блока технологического (Куст 69)']",4
"['Т.49 Автомобильные дороги', '(АД) Автомобильные дороги', 'Земляное полотно (АД)']",4
"['Обустройство кустовой площадки (Куст 74)', '1 подэтап (Куст 74)', 'Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 74)']",4
"['Обустройство кустовой площадки (Куст 69)', '2 подэтап (Куст 69)', 'Выкидные трубопроводы (Куст 69)']",4
"['ОКС 1376П - Куст №54. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод, высоконапорный водовод (АС)']",4
"['ОКС 1376П - Куст №54. Уровень 4', 'Нефтесборные сети', 'Узел задвижек (АС)_УЗА №24']",4
"['ОКС 1376П - Куст №54. Уровень 4', 'Нефтесборные сети', 'Узел приема очистного устройства (ТН)']",4
"['ВЛ35кВ', 'ПС 35/10 №10', 'WBS: ОКС 11-1602.2 - ПС №10 + ВЛ35кВ.2.9.6 ЗРУ 35 кВ (АС)']",4
"['ОКС 108.17 - Куст №64. Уровень 4', 'Обустройство куста', 'Электрические сети (ЭС)']",4
"['ВЛ35кВ', 'ПС 35/10 №10', 'WBS: ОКС 11-1602.2 - ПС №10 + ВЛ35кВ.2.9.7 Трансформатор ТДНС (АС)']",4
"['Обустройство кустовой площадки (Куст 7)', '1 подэтап (Куст 7)', 'Строительные работы основания  блока технологического (Куст 7)']",4
"['Обустройство кустовой площадки (Куст 74)', '1 подэтап (Куст 74)', 'Трубопровод сброса с предохранительного клапана (Куст 74)']",4
"['Ремонтный блок с МТС (поз.60)', 'Ограждение ПСП (Огражд.ПСП)', 'Устройство свайного основания (огражд.)']",4
"['Обустройство кустовой площадки (Куст 74)', '1 подэтап (Куст 74)', 'Строительные работы основания установки дозирования химреагентов (Куст 74)']",4
"['Обустройство кустовой площадки (Куст 74)', '5 подэтап (Куст 74)', 'Выкидные трубопроводы (Куст 74)']",4
"['5.2.1 Производственный корпус по ремонту УЭЦН и кабельной продукции', 'ЭС/поз.5.2.1/Электроснабжение', 'Шинопровод средней мощности (2 шт)']",4
"['WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1 1-подэтап', 'WBS: ОКС 1376П - Куст-93.2.2.2.5 Сети технологические дренажные, Сети электрические (АС)']",4
"['ОКС 11-1602.2 - Куст 316 - уровень 4', 'Обустройство куста', 'Нефтегазопровод куст №316 - т.вр. куст №316 (АС)']",4
"['Обустройство кустовой площадки (Куст 74)', '1 подэтап (Куст 74)', 'Строительные работы основания блока переключателя скважин многоходового (Куст 74)']",4
"['Внеплощадочные сети (Внеплощ.сети С127)', 'Электроснабжение узла задвижек (поз.201) (С127)', 'Монтаж кабельной продукции (ЭС С127)']",4
"['Обустройство кустовой площадки (Куст 69)', '5 подэтап (Куст 69)', 'Строительные работы опор сетей инженерных (Куст 69)']",4
"['ОКС 108.17 - Куст №113. Уровень 4', 'Обустройство куста', 'Площадка механизированной добычи (АС)']",4
"['Т.51 Сети связи', 'Автомобтльная дорога ', 'Автомобильная дорога к площадке предварительной очистки воды']",4
"['Обустройство кустовой площадки (Куст 69)', '1 подэтап (Куст 69)', 'Строительные работы основания установки дозирования химреагентов (Куст 69)']",4
"['ОКС 108.17 - Куст-78.2 Строительно-монтажные работы', 'ОКС 108.17 - Куст-78.2.2 Обустройство куста', 'ОКС 108.17 - Куст-78.2.2.1.4 Площадка механизированной добычи (АС)']",4
"['Обустройство кустовой площадки (Куст 74)', '2 подэтап (Куст 74)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 74)']",4
"['Обустройство кустовой площадки (Куст 7)', '1 подэтап (Куст 7)', 'Строительные работы основания блока переключателя скважин многоходового (Куст 7)']",4
"['ОКС 108.17 - Куст №88. Уровень 4', 'Обустройство куста', 'Проект 108.17 - Р88-00-АС Инженерные сети (АС)']",4
"['Строительно-монтажные работы', 'Т.26 Станция насосная нестабильного конденсата', 'Т.26 Станция насосная нестабильного конденсата (ЭОМ)']",4
"['Ремонтный блок с МТС (поз.60)', 'Вентиляция (поз.60)', 'Вентиляция (ОВ) (поз.60)']",4
"['Т.51 Сети связи', '(СС) Сети связи', 'Подземная прокладка кабеля (С033)']",4
"['ОКС 1376П - Куст №42. Уровень 4', 'Нефтесборные сети', 'Нефтегазопровод (ЛТ), 114х8, К42 - т.вр.К42, узел 29 (т4)']",4
"['Т.24 Станция подготовки питьевой воды. Площадка водоподготовки', 'Т.31 Ограждение. Площадка водоподготовки', 'Монтаж ограждения (ВХ3.Огр)']",4
"['*Строительство.Эстакады инженерных сетей С027,С037', '*АС 1', '*Устройство свайного основания (поз.АС1)']",4
"['ОБП ВЖК.ВЖК.1.2', 'ОБП ВЖК.ВЖК.1.9', 'КМ']",4
"['Строительно-монтажные работы', 'Т.5.6 Блок ЩСУ, ЧРП и автоматики ВХ', 'Т.5.6 Блок ЩСУ, ЧРП и автоматики ВХ (АС)']",4
"['ОКС 108.17 - Куст №78. Уровень 4', 'Обустройство куста', 'Мачта прожекторная (АС)']",4
"['ОБП ВЖК.ВЖК.1.2', 'ПС', 'ПС (оси П-Т)']",4
"['ОКС 108.17 - Куст №78. Уровень 4', 'Обустройство куста', 'Автоматизация комплексная (АК)']",4
"['ОБП ВЖК.ВЖК.1.2', 'ПС', 'Монтаж оборудования']",4
"['Обустройство кустовой площадки (Куст 72)', '5 подэтап (Куст 72)', 'Выкидные трубопроводы (Куст 72)']",4
"['Резервуар аварийного пролива топлива, V=10м3 (поз.58.8)', 'Архитектурно-строительные решения (поз.58.8)', 'Монтаж металлоконструкций фундамента (поз.58.8)']",4
"['ОБП ВЖК.ВЖК.1.9', 'АС.ТТ', 'Монтаж трубопровода']",4
"['ОБП ВЖК.ГП', 'АЗ', 'АКЗ и окраска']",4
"['Обустройство кустовой площадки (Куст 73)', '1 подэтап (Куст 73)', 'Приобретение и монтаж технологического оборудования  емкости дренажной (V=8 м3) (Куст 73)']",4
"['WBS: ОКС 1376П - Куст-109.2 Строительно-монтажные работы', 'WBS: ОКС 1376П - Куст-109.2.2 Обустройство куста', 'WBS: ОКС 2916 - Куст-109.3.2.1.1 Строительные работы. Площадка механизированной добычи, установка измерительная']",4
"['Газотурбинная электростанция (ГТЭС) 2 очередь 4 ур', '2-я очередь', 'СС.2/С037/ПСС внутренних сетей предприятий и организаций']",4
"['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.42 Температурная стабилизация грунтов. Площадка водоподготовки', 'Мачта прожекторная (ВХ3.ТСГ)']",4
"['Дополнительные рабдоты', 'поз. 03/2 - Внутриплощадочные сети ХАЛ', 'Поджарная сигнализация']",4
"['Резервуар вертикальный стальной, V=400 м3 (поз.58.3)', 'Сезонные работы марки АС (поз.58.3)', 'Устройство отмостки (поз.58.3)']",4
"['ОБП ВЖК.КИТСО поз.1.3', 'АС.ТТ', 'Прокладка кабелей и проводов']",4
"['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.42 Температурная стабилизация грунтов. Площадка водоподготовки', 'Наружные сети водопровода (ВХ3.ТСГ)']",4
"['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.42 Температурная стабилизация грунтов. Площадка водоподготовки', 'Станция насосная водоснабжения (ВХ3.ТСГ)']",4
"['ОБП ВЖК.ВЖК.1.9', 'АС.ТТ', 'Монтаж оборудования противопожарного водоснабжения']",4
"['2-я очередь', 'Поз.227 Мачта прожекторная с молниеприемником Н=28', 'ЭМ.2/поз.227/Силовое электрооборудование']",4
"['Обустройство кустовой площадки (Куст 71)', '8 подэтап (Куст 71)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 71)']",4
"['Обустройство кустовой площадки (Куст 71)', '7 подэтап (Куст 71)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 71)']",4
"['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.42 Температурная стабилизация грунтов. Площадка водоподготовки', 'Станция подготовки питьевой воды (ВХ3.ТСГ)']",4
"['ОБП ВЖК.ОБП.1.2', 'СС', 'Монтаж оборудования']",4
"['Обустройство кустовой площадки (Куст 71)', '5 подэтап (Куст 71)', 'Выкидные трубопроводы (Куст 71)']",4
"['Резервуар вертикальный стальной, V=400 м3 (поз.58.2)', 'Технология производства (поз.58.2)', 'Монтаж резервуара (поз.58.2)']",4
"['Обустройство кустовой площадки (Куст 71)', '3 подэтап (Куст 71)', 'Монтаж и приобретение приборов и средств автоматизации (Куст 71)']",4
"['Резервуар противопожарного запаса воды, V=5000м3 (поз.13.2)', 'Технология производства (поз.13.2)', 'Устройство тепловой изоляция резервуаров (поз.13.2)']",4
"['ОБП ВЖК.ВИС 1 Этап.ОБП, ВЖК, РЭБСП/К2,3', 'НВК', 'Устройство изоляции']",4
"['Обустройство кустовой площадки (Куст 73)', '1 подэтап (Куст 73)', 'Строительные работы блока переключателя скважин многоходового(Куст 73)']",4
"['Обустройство кустовой площадки (Куст 72)', 'Электрообогрев (Куст 72)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 6 (Куст 72)']",4
